classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
378783619,not-logged-in-128fbe76440393cb40ac,,128fbe76440393cb40ac,20291,ozveny,28.31,2021-11-26 19:38:20 UTC,,,"{""source"":""api"",""session"":""c5f75eaa2abdad01372a880c0bbe83bdeb0ee59d79ae70227c7a8cc33ab17b22"",""viewport"":{""width"":1920,""height"":941},""started_at"":""2021-11-26T19:37:54.605Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:38:19.456Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1218,""clientHeight"":631,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:21.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Áno""},{""task"":""T1"",""task_label"":""Znázorni ozvenu typu U alebo O "",""value"":[{""x"":435.3125,""y"":412.75,""tool"":0,""frame"":0,""width"":28,""height"":37,""details"":[{""value"":0}],""tool_label"":""Ozvena U (krátka)""},{""x"":572.3125,""y"":385.75,""tool"":0,""frame"":0,""width"":19,""height"":53,""details"":[{""value"":0}],""tool_label"":""Ozvena U (krátka)""}]},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511507"":{""retired"":{""id"":95531286,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:38:23.865Z"",""updated_at"":""2021-11-26T19:38:20.791Z"",""retired_at"":""2021-11-26T19:38:20.776Z"",""subject_id"":70511507,""retirement_reason"":""classification_count""},""Filename"":""event20210130_205846_1323.jpg""}}",70511507
378783662,not-logged-in-5d45a3ef599eaaa9d02c,,5d45a3ef599eaaa9d02c,20291,ozveny,28.31,2021-11-26 19:38:32 UTC,,,"{""source"":""api"",""session"":""cd5cad5c2850a5a335bd1164cc551c0388ef869e2dd32afffa0dcbcd2426ae03"",""viewport"":{""width"":1600,""height"":728},""started_at"":""2021-11-26T19:38:17.508Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:94.0) Gecko/20100101 Firefox/94.0"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:38:35.799Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1070,""clientHeight"":554,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:16.763Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Nie""},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511751"":{""retired"":{""id"":95531494,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:52:29.771Z"",""updated_at"":""2021-11-26T19:38:33.087Z"",""retired_at"":""2021-11-26T19:38:33.078Z"",""subject_id"":70511751,""retirement_reason"":""classification_count""},""Filename"":""event20210226_224958_748.jpg""}}",70511751
378783673,not-logged-in-128fbe76440393cb40ac,,128fbe76440393cb40ac,20291,ozveny,28.31,2021-11-26 19:38:36 UTC,,,"{""source"":""api"",""session"":""c5f75eaa2abdad01372a880c0bbe83bdeb0ee59d79ae70227c7a8cc33ab17b22"",""viewport"":{""width"":1920,""height"":941},""started_at"":""2021-11-26T19:38:20.438Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:38:35.012Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1218,""clientHeight"":670,""naturalWidth"":1218,""naturalHeight"":670}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:21.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Áno""},{""task"":""T1"",""task_label"":""Znázorni ozvenu typu U alebo O "",""value"":[{""x"":424.3125,""y"":445.75,""tool"":0,""frame"":0,""width"":17,""height"":18,""details"":[{""value"":1}],""tool_label"":""Ozvena U (krátka)""}]},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511408"":{""retired"":{""id"":95531199,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:32:37.565Z"",""updated_at"":""2021-11-26T19:38:36.316Z"",""retired_at"":""2021-11-26T19:38:36.309Z"",""subject_id"":70511408,""retirement_reason"":""classification_count""},""Filename"":""event20210112_181117_488.jpg""}}",70511408
378783682,kamilajencikova,2355348,f0880d65440761172f92,20291,ozveny,28.31,2021-11-26 19:38:40 UTC,,,"{""source"":""api"",""session"":""ecdce44dd96daf5870bdefa44f485be82aeae4c4a73f48879f3b57cfe97322aa"",""viewport"":{""width"":1707,""height"":802},""started_at"":""2021-11-26T19:38:20.539Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:38:40.054Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1168,""clientHeight"":605,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:16.761Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Áno""},{""task"":""T1"",""task_label"":""Znázorni ozvenu typu U alebo O "",""value"":[{""x"":422.0866394042969,""y"":408.1637878417969,""tool"":0,""frame"":0,""width"":23.17138671875,""height"":22.244537353515625,""details"":[{""value"":1}],""tool_label"":""Ozvena U (krátka)""}]},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511665"":{""retired"":{""id"":95531303,""workflow_id"":20291,""classifications_count"":2,""created_at"":""2021-11-25T21:39:13.462Z"",""updated_at"":""2021-11-26T19:38:40.588Z"",""retired_at"":""2021-11-26T19:38:40.581Z"",""subject_id"":70511665,""retirement_reason"":""classification_count""},""Filename"":""event20210201_065255_208.jpg""}}",70511665
378783686,not-logged-in-5d45a3ef599eaaa9d02c,,5d45a3ef599eaaa9d02c,20291,ozveny,28.31,2021-11-26 19:38:42 UTC,,,"{""source"":""api"",""session"":""cd5cad5c2850a5a335bd1164cc551c0388ef869e2dd32afffa0dcbcd2426ae03"",""viewport"":{""width"":1600,""height"":728},""started_at"":""2021-11-26T19:38:36.577Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:94.0) Gecko/20100101 Firefox/94.0"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:38:45.098Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1070,""clientHeight"":554,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:16.763Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Nie""},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511802"":{""retired"":{""id"":95531326,""workflow_id"":20291,""classifications_count"":2,""created_at"":""2021-11-25T21:40:39.207Z"",""updated_at"":""2021-11-26T19:38:42.339Z"",""retired_at"":""2021-11-26T19:38:42.331Z"",""subject_id"":70511802,""retirement_reason"":""classification_count""},""Filename"":""event20210227_020434_142.jpg""}}",70511802
378783692,not-logged-in-128fbe76440393cb40ac,,128fbe76440393cb40ac,20291,ozveny,28.31,2021-11-26 19:38:43 UTC,,,"{""source"":""api"",""session"":""c5f75eaa2abdad01372a880c0bbe83bdeb0ee59d79ae70227c7a8cc33ab17b22"",""viewport"":{""width"":1920,""height"":941},""started_at"":""2021-11-26T19:38:35.945Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:38:42.527Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1218,""clientHeight"":631,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:21.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Nie""},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":null}]","{""70511867"":{""retired"":{""id"":95531625,""workflow_id"":20291,""classifications_count"":2,""created_at"":""2021-11-25T22:01:41.981Z"",""updated_at"":""2021-11-26T19:38:43.780Z"",""retired_at"":""2021-11-26T19:38:43.773Z"",""subject_id"":70511867,""retirement_reason"":""classification_count""},""Filename"":""event20210227_084719_450.jpg""}}",70511867
378783712,kamilajencikova,2355348,f0880d65440761172f92,20291,ozveny,28.31,2021-11-26 19:38:50 UTC,,,"{""source"":""api"",""session"":""ecdce44dd96daf5870bdefa44f485be82aeae4c4a73f48879f3b57cfe97322aa"",""viewport"":{""width"":1707,""height"":802},""started_at"":""2021-11-26T19:38:41.027Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:38:50.581Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1168,""clientHeight"":643,""naturalWidth"":1218,""naturalHeight"":670}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:16.761Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Nie""},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511469"":{""retired"":{""id"":95531328,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:40:49.344Z"",""updated_at"":""2021-11-26T19:38:51.108Z"",""retired_at"":""2021-11-26T19:38:51.098Z"",""subject_id"":70511469,""retirement_reason"":""classification_count""},""Filename"":""event20210112_231248_784.jpg""}}",70511469
378783751,kamilajencikova,2355348,f0880d65440761172f92,20291,ozveny,28.31,2021-11-26 19:39:06 UTC,,,"{""source"":""api"",""session"":""ecdce44dd96daf5870bdefa44f485be82aeae4c4a73f48879f3b57cfe97322aa"",""viewport"":{""width"":1707,""height"":802},""started_at"":""2021-11-26T19:38:51.424Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:39:05.811Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1168,""clientHeight"":643,""naturalWidth"":1218,""naturalHeight"":670}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:16.761Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Áno""},{""task"":""T1"",""task_label"":""Znázorni ozvenu typu U alebo O "",""value"":[{""x"":424.8672790527344,""y"":440.603515625,""tool"":0,""frame"":0,""width"":26.878814697265625,""height"":31.513092041015625,""details"":[{""value"":1}],""tool_label"":""Ozvena U (krátka)""}]},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511404"":{""retired"":{""id"":95531568,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:57:49.037Z"",""updated_at"":""2021-11-26T19:39:06.295Z"",""retired_at"":""2021-11-26T19:39:06.283Z"",""subject_id"":70511404,""retirement_reason"":""classification_count""},""Filename"":""event20210112_173454_473.jpg""}}",70511404
378783758,not-logged-in-128fbe76440393cb40ac,,128fbe76440393cb40ac,20291,ozveny,28.31,2021-11-26 19:39:09 UTC,,,"{""source"":""api"",""session"":""c5f75eaa2abdad01372a880c0bbe83bdeb0ee59d79ae70227c7a8cc33ab17b22"",""viewport"":{""width"":1920,""height"":941},""started_at"":""2021-11-26T19:38:43.174Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:39:08.402Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1218,""clientHeight"":631,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:21.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Áno""},{""task"":""T1"",""task_label"":""Znázorni ozvenu typu U alebo O "",""value"":[{""x"":433.3125,""y"":412.75,""tool"":0,""frame"":0,""width"":18,""height"":22,""details"":[{""value"":1}],""tool_label"":""Ozvena U (krátka)""},{""x"":580.3125,""y"":405.75,""tool"":0,""frame"":0,""width"":22,""height"":79,""details"":[{""value"":0}],""tool_label"":""Ozvena U (krátka)""}]},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511780"":{""retired"":{""id"":95531704,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T22:06:33.164Z"",""updated_at"":""2021-11-26T19:39:09.713Z"",""retired_at"":""2021-11-26T19:39:09.704Z"",""subject_id"":70511780,""retirement_reason"":""classification_count""},""Filename"":""event20210227_003939_43.jpg""}}",70511780
378783782,kamilajencikova,2355348,f0880d65440761172f92,20291,ozveny,28.31,2021-11-26 19:39:19 UTC,,,"{""source"":""api"",""session"":""ecdce44dd96daf5870bdefa44f485be82aeae4c4a73f48879f3b57cfe97322aa"",""viewport"":{""width"":1707,""height"":802},""started_at"":""2021-11-26T19:39:06.961Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:39:19.196Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1168,""clientHeight"":605,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:16.761Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Nie""},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511679"":{""retired"":{""id"":95531581,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:58:29.075Z"",""updated_at"":""2021-11-26T19:39:19.652Z"",""retired_at"":""2021-11-26T19:39:19.647Z"",""subject_id"":70511679,""retirement_reason"":""classification_count""},""Filename"":""event20210201_141827_365.jpg""}}",70511679
378783801,not-logged-in-128fbe76440393cb40ac,,128fbe76440393cb40ac,20291,ozveny,28.31,2021-11-26 19:39:29 UTC,,,"{""source"":""api"",""session"":""c5f75eaa2abdad01372a880c0bbe83bdeb0ee59d79ae70227c7a8cc33ab17b22"",""viewport"":{""width"":1920,""height"":941},""started_at"":""2021-11-26T19:39:09.726Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:39:28.512Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1218,""clientHeight"":631,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:21.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Nie""},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":null}]","{""70511516"":{""retired"":{""id"":95531489,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:51:59.914Z"",""updated_at"":""2021-11-26T19:39:29.771Z"",""retired_at"":""2021-11-26T19:39:29.765Z"",""subject_id"":70511516,""retirement_reason"":""classification_count""},""Filename"":""event20210130_235233_1381.jpg""}}",70511516
378783802,kamilajencikova,2355348,f0880d65440761172f92,20291,ozveny,28.31,2021-11-26 19:39:30 UTC,,,"{""source"":""api"",""session"":""ecdce44dd96daf5870bdefa44f485be82aeae4c4a73f48879f3b57cfe97322aa"",""viewport"":{""width"":1707,""height"":802},""started_at"":""2021-11-26T19:39:20.166Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:39:30.209Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1168,""clientHeight"":658,""naturalWidth"":1218,""naturalHeight"":686}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:16.761Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Nie""},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511195"":{""retired"":{""id"":95531083,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:25:32.767Z"",""updated_at"":""2021-11-26T19:39:30.668Z"",""retired_at"":""2021-11-26T19:39:30.661Z"",""subject_id"":70511195,""retirement_reason"":""classification_count""},""Filename"":""event20201130_091806_31.jpg""}}",70511195
378783852,not-logged-in-128fbe76440393cb40ac,,128fbe76440393cb40ac,20291,ozveny,28.31,2021-11-26 19:39:46 UTC,,,"{""source"":""api"",""session"":""c5f75eaa2abdad01372a880c0bbe83bdeb0ee59d79ae70227c7a8cc33ab17b22"",""viewport"":{""width"":1920,""height"":941},""started_at"":""2021-11-26T19:39:29.204Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:39:45.797Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1218,""clientHeight"":631,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:21.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Áno""},{""task"":""T1"",""task_label"":""Znázorni ozvenu typu U alebo O "",""value"":[{""x"":426.3125,""y"":408.75,""tool"":0,""frame"":0,""width"":33,""height"":18,""details"":[{""value"":1}],""tool_label"":""Ozvena U (krátka)""}]},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511681"":{""retired"":{""id"":95531111,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:27:10.664Z"",""updated_at"":""2021-11-26T19:39:47.075Z"",""retired_at"":""2021-11-26T19:39:47.066Z"",""subject_id"":70511681,""retirement_reason"":""classification_count""},""Filename"":""event20210201_143905_376.jpg""}}",70511681
378783869,not-logged-in-128fbe76440393cb40ac,,128fbe76440393cb40ac,20291,ozveny,28.31,2021-11-26 19:39:52 UTC,,,"{""source"":""api"",""session"":""c5f75eaa2abdad01372a880c0bbe83bdeb0ee59d79ae70227c7a8cc33ab17b22"",""viewport"":{""width"":1920,""height"":941},""started_at"":""2021-11-26T19:39:46.997Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:39:51.580Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1218,""clientHeight"":631,""naturalWidth"":1218,""naturalHeight"":631}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:21.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Nie""},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":null}]","{""70511555"":{""retired"":{""id"":95531343,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:41:17.418Z"",""updated_at"":""2021-11-26T19:39:52.869Z"",""retired_at"":""2021-11-26T19:39:52.861Z"",""subject_id"":70511555,""retirement_reason"":""classification_count""},""Filename"":""event20210131_082722_223.jpg""}}",70511555
378783912,not-logged-in-128fbe76440393cb40ac,,128fbe76440393cb40ac,20291,ozveny,28.31,2021-11-26 19:40:07 UTC,,,"{""source"":""api"",""session"":""c5f75eaa2abdad01372a880c0bbe83bdeb0ee59d79ae70227c7a8cc33ab17b22"",""viewport"":{""width"":1920,""height"":941},""started_at"":""2021-11-26T19:39:52.359Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:40:06.300Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1218,""clientHeight"":686,""naturalWidth"":1218,""naturalHeight"":686}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:21.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Áno""},{""task"":""T1"",""task_label"":""Znázorni ozvenu typu U alebo O "",""value"":[{""x"":428.3125,""y"":455.75,""tool"":0,""frame"":0,""width"":11,""height"":9,""details"":[{""value"":1}],""tool_label"":""Ozvena U (krátka)""}]},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":null}]","{""70511246"":{""retired"":{""id"":95531248,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:35:51.969Z"",""updated_at"":""2021-11-26T19:40:07.830Z"",""retired_at"":""2021-11-26T19:40:07.814Z"",""subject_id"":70511246,""retirement_reason"":""classification_count""},""Filename"":""event20201130_234515_294.jpg""}}",70511246
378783932,not-logged-in-128fbe76440393cb40ac,,128fbe76440393cb40ac,20291,ozveny,28.31,2021-11-26 19:40:14 UTC,,,"{""source"":""api"",""session"":""c5f75eaa2abdad01372a880c0bbe83bdeb0ee59d79ae70227c7a8cc33ab17b22"",""viewport"":{""width"":1920,""height"":941},""started_at"":""2021-11-26T19:40:07.628Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2021-11-26T19:40:13.509Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":1218,""clientHeight"":670,""naturalWidth"":1218,""naturalHeight"":670}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-26T19:37:21.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""51358""}","[{""task"":""T0"",""task_label"":""Vidíš na obrázku ozvenu?"",""value"":""Nie""},{""task"":""T2"",""task_label"":""Si si istý svojou odpoveďou? Ak nie použi tutoriál."",""value"":""Áno""}]","{""70511389"":{""retired"":{""id"":95531289,""workflow_id"":20291,""classifications_count"":1,""created_at"":""2021-11-25T21:38:30.440Z"",""updated_at"":""2021-11-26T19:40:14.783Z"",""retired_at"":""2021-11-26T19:40:14.776Z"",""subject_id"":70511389,""retirement_reason"":""classification_count""},""Filename"":""event20210112_144445_401.jpg""}}",70511389
